Abbreviation,Description,Reaction,GPR,Lower bound,Upper bound,Objective,Subsystem,References
r_4586,stachyose synthase,s_3998 + s_4192  -> 2 s_4193 ,,0,Inf,0,,
r_4587,Ca(2+) transport,s_0796 + s_4199  -> s_0794 + s_3880 ,YOL122C,0,Inf,0,,
r_4588,chloride transport,s_4200  -> s_3778 ,YNL275W,0,Inf,0,,
r_4589,Cu2(+) transport,s_0796 + s_4201  -> s_0794 + s_4019 ,YOL122C,0,Inf,0,,
r_4590,Mn(2+) transport,s_0796 + s_4202  -> s_0794 + s_3801 ,YGR191W,0,Inf,0,,
r_4591,Zn(2+) transport,s_0796 + s_4203  -> s_0794 + s_3822 ,YGL255W or YLR130C,0,Inf,0,,
r_4592,Mg(2+) transport,s_0796 + s_4204  -> s_0794 + s_4013 ,YGR191W or YOL130W,0,Inf,0,,
r_4593,chloride exchange,s_4200  -> ,,0,Inf,0,,
r_4594,Cu2(+) exchange,s_4201  -> ,,0,Inf,0,,
r_4595,Mn(2+) exchange,s_4202  -> ,,0,Inf,0,,
r_4596,Zn(2+) exchange,s_4203  -> ,,0,Inf,0,,
r_4597,Mg(2+) exchange,s_4204  -> ,,0,Inf,0,,
r_4598,cofactor pseudoreaction,0.00019 s_0529 + 1e-05 s_0687 + 0.00265 s_1198 + 0.00015 s_1203 + 0.00057 s_1207 + 0.0027 s_1212 + 0.00099 s_1405 + 1.2e-06 s_1475 + 6.34e-05 s_1487 + 1e-06 s_3714  -> s_4205 ,,0,Inf,0,,
r_4599,ion pseudoreaction,3.04e-05 s_0924 + 0.00363 s_1373 + 0.00397 s_1437 + 0.02 s_1467 + 0.00129 s_3778 + 0.00273 s_3801 + 0.000748 s_3822 + 0.000217 s_3880 + 0.00124254 s_4013 + 0.000659 s_4019  -> s_4206 ,,0,Inf,0,,
r_4600,Ca(2+) exchange,s_4199  -> ,,0,Inf,0,,
r_4601,3-(4-hydroxyphenyl)pyruvate transport,s_0204 + s_0794  -> s_0206 + s_0801 ,,0,Inf,0,,
r_4602,acetate transport,s_0362  -> s_0363 ,,0,Inf,0,,
r_4603,ADP-ribose transport,s_3761  -> s_0402 ,,0,Inf,0,,
r_4604,farnesyl diphosphate transport,s_0190  -> s_0692 ,,0,Inf,0,,
r_4605,nicotinate transport,s_0794 + s_1219  -> s_0799 + s_1221 ,,0,Inf,0,,
r_4606,O-phosphoethanolamine transport,s_0794 + s_1239  -> s_0795 + s_1240 ,,0,Inf,0,,
r_4607,phosphate transport,s_1322  -> s_1325 ,,0,Inf,0,,
r_4608,propionyl-CoA transport,s_0434 + s_0803 + s_4183  -> s_0397 + s_0799 + s_1326 + s_1382 ,,0,Inf,0,,
r_4609,UDP transport,s_1538  -> s_1539 ,,0,Inf,0,,
r_4610,UDP transport,s_1538  -> s_1540 ,,0,Inf,0,,
r_4611,UMP transport,s_1545  -> s_1546 ,,0,Inf,0,,
r_4612,TRX1 disulphide transport,s_1620  -> s_1622 ,,0,Inf,0,,
r_4613,oleate transport,s_1260  -> s_3677 ,,0,Inf,0,,
r_4614,(R)-acetoin transport,s_0020 + s_0794  -> s_0800 + s_3751 ,,0,Inf,0,,
r_4615,L-glutamine transport,s_0999  -> s_3755 ,,0,Inf,0,,
r_4616,UMP transport,s_1545  -> s_3781 ,,0,Inf,0,,
r_4617,S-adenosyl-L-methionine transport,s_1416  -> s_3818 ,,0,Inf,0,,
r_4618,glutathione transport,s_0750  -> s_3831 ,,0,Inf,0,,
r_4619,ATP transport,s_0434 + s_3883  -> s_0394 + s_3881 ,,0,Inf,0,,
r_4620,D-mannose 6-phosphate transport,s_0574  -> s_3898 ,,0,Inf,0,,
r_4621,O-acetyl-L-serine transport,s_1234  -> s_3905 ,,0,Inf,0,,
r_4622,hydrogen sulfide transport,s_0841  -> s_3906 ,,0,Inf,0,,
r_4623,L-cysteinylglycine transport,s_0794 + s_0983  -> s_0799 + s_3925 ,,0,Inf,0,,
r_4624,ATP transport,s_0434 + s_3987  -> s_0394 + s_2831 ,,0,Inf,0,,
r_4625,thiosulfate transport,s_4113  -> s_4010 ,,0,Inf,0,,
r_4626,sulphite transport,s_1469  -> s_4011 ,,0,Inf,0,,
r_4627,UDP-D-glucose transport,s_1543  -> s_4015 ,,0,Inf,0,,
r_4628,UDP-N-acetyl-alpha-D-glucosamine transport,s_1544  -> s_4025 ,,0,Inf,0,,
r_0099_REV,acetyl-CoA ACP transacylase (reversible),s_0372 + s_0532  -> s_0376 + s_1845 ,YKL192C,0,Inf,0,sce00190  Oxidative phosphorylation,15387819
r_0484_REV,"glutathione peroxidase, mitochondria (reversible)",s_0756 + 2 s_0807  -> 2 s_0752 + s_0838 ,YPL059W,0,Inf,0,,12138088
r_1008_REV,spontaneous cis-aconitate(3-) to trans-aconitate (reversible),s_1504  -> s_0517 ,,0,Inf,0,,11329290
r_1009_REV,spontaneous cis-aconitate(3-) to trans-aconitate (reversible),s_1503  -> s_0516 ,,0,Inf,0,,11329290
r_2213_REV,"fatty-acid--CoA ligase (behenate), ER membrane (reversible)",s_2795 + s_2833 + s_2834  -> s_2785 + s_2831 + s_2868 ,YBR041W,0,Inf,0,,22345606
r_2214_REV,"fatty-acid--CoA ligase (lignoceric acid), ER membrane (reversible)",s_2797 + s_2833 + s_2834  -> s_2785 + s_2831 + s_2869 ,YBR041W,0,Inf,0,,22345606
r_2215_REV,"fatty-acid--CoA ligase (cerotic acid), ER membrane (reversible)",s_2816 + s_2833 + s_2834  -> s_2785 + s_2831 + s_2870 ,YBR041W,0,Inf,0,,22345606
r_2216_REV,"fatty-acid--CoA ligase (behenate), lipid particle (reversible)",s_0635 + s_2842 + s_2872  -> s_0531 + s_2840 + s_2871 ,YBR041W,0,Inf,0,,22345606
r_2217_REV,"fatty-acid--CoA ligase (lignoceric acid), lipid particle (reversible)",s_0635 + s_2842 + s_2874  -> s_0531 + s_2840 + s_2873 ,YBR041W,0,Inf,0,,22345606
r_2218_REV,"fatty-acid--CoA ligase (cerotic acid), lipid particle (reversible)",s_0635 + s_2842 + s_2876  -> s_0531 + s_2840 + s_2875 ,YBR041W,0,Inf,0,,22345606
r_1096_REV,(R)-mevalonate transport (reversible),s_0028  -> s_0029 ,,0,Inf,0,,15215118
r_1097_REV,"(R,R)-butanediol transport (reversible)",s_0036  -> s_0035 ,,0,Inf,0,,10938079
r_1099_REV,2-oxoadipate and 2-oxoglutarate transport (reversible),s_0176 + s_0182  -> s_0177 + s_0180 ,YOR222W or YPL134C,0,Inf,0,,16844075; 11013234
r_1100_REV,"3-hexaprenyl-4,5-dihydroxybenzoate transport (reversible)",s_0213  -> s_0212 ,,0,Inf,0,,11583838
r_1103_REV,5-formyltetrahydrofolic acid transport (reversible),s_0319  -> s_0320 ,,0,Inf,0,,8573145
r_1104_REV,8-Amino-7-oxononanoate transport (reversible),s_0352 + s_0794  -> s_0354 + s_0796 ,YNR056C,0,Inf,0,,10333520
r_1106_REV,acetate transport (reversible),s_0364  -> s_0362 ,YCR010C,0,Inf,0,,14968426
r_1110_REV,ADP/ATP transporter (reversible),s_0397 + s_0434  -> s_0394 + s_0437 ,YBL030C or YBR085W or YMR056C,0,Inf,0,,22672422; 7003152; 14998997
r_1112_REV,"AKG transporter, mitochonrial (reversible)",s_0182 + s_0522  -> s_0180 + s_0524 ,YMR241W,0,Inf,0,,20371607
r_1115_REV,ammonia transport (reversible),s_0419  -> s_0420 ,YDR384C or YGR121C or YNL142W or YPR138C,0,Inf,0,,12966084
r_1121_REV,ceramide-2' (sphinganine:n-C24:0OH) transport (reversible),s_0488  -> s_0487 ,,0,Inf,0,,12484746
r_1122_REV,ceramide-2' (sphinganine:n-C26:0OH) transport (reversible),s_0491  -> s_0490 ,,0,Inf,0,,12484746
r_1123_REV,ceramide-3 (Phytosphingosine:n-C24:0OH) transport (reversible),s_0494  -> s_0493 ,,0,Inf,0,,12484746
r_1124_REV,ceramide-3 (Phytosphingosine:n-C26:0OH) transport (reversible),s_0497  -> s_0496 ,,0,Inf,0,,12484746
r_1126_REV,citrate transport (reversible),s_0066 + s_0524  -> s_0068 + s_0522 ,YBR291C,0,Inf,0,,
r_1127_REV,citrate transport (reversible),s_0524 + s_1360  -> s_0522 + s_1361 ,YBR291C,0,Inf,0,,
r_1128_REV,citrate transport (reversible),s_0524 + s_0940  -> s_0522 + s_0941 ,YBR291C,0,Inf,0,,
r_1136_REV,D-lactate transport (reversible),s_0025 + s_0794  -> s_0026 + s_0796 ,YKL217W,0,Inf,0,,
r_1138_REV,D-lactate/pyruvate antiport (reversible),s_0027 + s_1399  -> s_0025 + s_1401 ,,0,Inf,0,,14871487
r_1146_REV,episterol transport (reversible),s_0657  -> s_0659 ,YIL013C or YOR011W,0,Inf,0,,12077145
r_1147_REV,ergosterol transport (reversible),s_0666  -> s_0668 ,YIL013C or YOR011W,0,Inf,0,,12077145
r_1149_REV,ethanolamine transport (reversible),s_0683  -> s_0684 ,YGL077C,0,Inf,0,,15201274
r_1161_REV,fecosterol transport (reversible),s_0700  -> s_0702 ,YIL013C or YOR011W,0,Inf,0,,12077145
r_1162_REV,fecosterol transport (reversible),s_0700  -> s_0699 ,YIL013C or YOR011W,0,Inf,0,,17434796
r_1164_REV,folic acid transport (reversible),s_0719  -> s_0720 ,,0,Inf,0,,15215118
r_1169_REV,glycero-3-phospho-1-inositol transport (reversible),s_0079  -> s_0080 ,YCR098C,0,Inf,0,,15145930
r_1170_REV,glycero-3-phosphocholine transport (reversible),s_1433  -> s_1435 ,YCR098C,0,Inf,0,,15145930
r_1173_REV,glycine transport (reversible),s_0794 + s_1003  -> s_0796 + s_1004 ,YCL025C or YKR039W or YOL020W or YOR348C or YPL265W,0,Inf,0,,9573211
r_1176_REV,guanine transport (reversible),s_0787 + s_0794  -> s_0788 + s_0796 ,YER056C or YER060W or YER060W-A or YGL186C,0,Inf,0,,
r_1182_REV,isopentenyl diphosphate transport (reversible),s_0945  -> s_0943 ,,0,Inf,0,,11583838
r_1183_REV,L-alanine transport (reversible),s_0794 + s_0955  -> s_0796 + s_0956 ,YBR068C or YCL025C or YDR046C or YKR039W or YOL020W or YOR348C or YPL265W,0,Inf,0,,7495881; 9489675
r_1184_REV,L-arganine transport (reversible),s_0794 + s_0965  -> s_0796 + s_0966 ,YEL063C or YKR039W or YNL270C,0,Inf,0,,
r_1186_REV,L-asparagine transport (reversible),s_0794 + s_0969  -> s_0796 + s_0970 ,YCL025C or YDR508C or YKR039W or YPL265W,0,Inf,0,,8660458
r_1190_REV,L-aspartate transport (reversible),s_0794 + s_0973  -> s_0796 + s_0974 ,YFL055W or YKR039W or YPL265W,0,Inf,0,,
r_1191_REV,L-carnitine transport (reversible),s_0021  -> s_0022 ,YBR132C,0,Inf,0,,
r_1192_REV,L-cystine transport (reversible),s_0794 + s_0981  -> s_0796 + s_0982 ,YBR068C or YBR069C or YCL025C or YDR046C or YDR508C or YKR039W or YOL020W,0,Inf,0,,9573211
r_1196_REV,L-glutamate transport (reversible),s_0794 + s_0991  -> s_0796 + s_0992 ,YCL025C or YFL055W or YKR039W or YPL265W,0,Inf,0,,
r_1199_REV,L-glutamine transport (reversible),s_0794 + s_0999  -> s_0796 + s_1000 ,YCL025C or YDR508C or YKR039W or YPL265W,0,Inf,0,,
r_1201_REV,L-histidine transport (reversible),s_0794 + s_1006  -> s_0796 + s_1007 ,YBR069C or YGR191W or YKR039W,0,Inf,0,,
r_1202_REV,L-isoleucine transport (reversible),s_1016  -> s_1019 ,YCL038C,0,Inf,0,sce04138  Autophagy - yeast,17021250
r_1205_REV,L-isoleucine transport (reversible),s_0794 + s_1016  -> s_0796 + s_1017 ,YBR068C or YBR069C or YCL025C or YDR046C or YKR039W,0,Inf,0,,
r_1206_REV,L-lactate transport (reversible),s_0065  -> s_0063 ,YKL217W,0,Inf,0,,17761666
r_1208_REV,"L-leucine transport, vacuoluar (reversible)",s_1021  -> s_1024 ,YCL038C,0,Inf,0,sce04138  Autophagy - yeast,17021250
r_1211_REV,L-leucine transport (reversible),s_0794 + s_1021  -> s_0796 + s_1022 ,YBR068C or YBR069C or YCL025C or YDR046C or YDR508C or YKR039W,0,Inf,0,,
r_1213_REV,L-lysine transport (reversible),s_0794 + s_1025  -> s_0796 + s_1026 ,YKR039W or YNL268W,0,Inf,0,,
r_1214_REV,L-methionine transport (reversible),s_0794 + s_1029  -> s_0796 + s_1030 ,YBR068C or YCL025C or YDR046C or YDR508C or YGR055W or YHL036W or YKR039W,0,Inf,0,,
r_1215_REV,L-phenylalanine transport (reversible),s_0794 + s_1032  -> s_0796 + s_1033 ,YBR068C or YCL025C or YDR046C or YKR039W or YOL020W,0,Inf,0,,
r_1216_REV,L-proline transport (reversible),s_0794 + s_1035  -> s_0796 + s_1036 ,YKR039W or YOR348C,0,Inf,0,,
r_1217_REV,L-serine transport (reversible),s_0794 + s_1039  -> s_0796 + s_1041 ,YCL025C or YDR508C or YFL055W or YKR039W or YPL265W or YDR105C,0,Inf,0,,
r_1218_REV,L-threonine transport (reversible),s_0794 + s_1045  -> s_0796 + s_1046 ,YBR069C or YCL025C or YDR046C or YDR508C or YKR039W,0,Inf,0,,9489675
r_1219_REV,L-tryptophan transport (reversible),s_0794 + s_1048  -> s_0796 + s_1049 ,YBR068C or YBR069C or YDR046C or YKR039W or YOL020W,0,Inf,0,,9573211
r_1220_REV,L-tyrosine transport (reversible),s_1051  -> s_1055 ,YCL038C,0,Inf,0,sce04138  Autophagy - yeast,17021250
r_1223_REV,L-tyrosine transport (reversible),s_0794 + s_1051  -> s_0796 + s_1052 ,YBR068C or YBR069C or YCL025C or YDR046C or YKR039W or YOL020W,0,Inf,0,,
r_1224_REV,L-valine transport (reversible),s_0794 + s_1056  -> s_0796 + s_1057 ,YBR068C or YBR069C or YCL025C or YDR046C or YKR039W,0,Inf,0,,
r_1225_REV,lanosterol transport (reversible),s_1059  -> s_1061 ,YIL013C or YOR011W,0,Inf,0,,12077145
r_1235_REV,nicotinate transport (reversible),s_1219  -> s_1220 ,YGR260W,0,Inf,0,,10869563
r_1236_REV,octadecanoate (n-C18:0) transport (reversible),s_1451  -> s_1449 ,YKL188C and YPL147W,0,Inf,0,,8993619
r_1238_REV,orntithine transport (reversible),s_0794 + s_1266  -> s_0796 + s_1267 ,YEL063C or YKR039W,0,Inf,0,,
r_1241_REV,pantothenate transport (reversible),s_0031 + s_0794  -> s_0032 + s_0796 ,YCR028C,0,Inf,0,,
r_1242_REV,pentaprenyl diphosphate transport (reversible),s_1313  -> s_1311 ,,0,Inf,0,,11583838
r_1244_REV,phosphate transport (reversible),s_0794 + s_1322  -> s_0796 + s_1324 ,YBR296C or YCR037C or YJL198W or YML123C or YNR013C,0,Inf,0,,
r_1249_REV,potassium transport (reversible),s_0794 + s_1373  -> s_0796 + s_1374 ,YDR456W or YJL129C,0,Inf,0,,3043197
r_1251_REV,putrescine transport (reversible),s_0796 + s_1389  -> s_0794 + s_1390 ,YLL028W or YOR273C,0,Inf,0,,9920864
r_1252_REV,putrescine transport (reversible),s_0794 + s_1391  -> s_0802 + s_1389 ,YLL028W or YOR273C,0,Inf,0,,11171066
r_1253_REV,pyridoxine symport (reversible),s_0794 + s_1396  -> s_0796 + s_1397 ,YGL186C,0,Inf,0,,12649274
r_1254_REV,pyruvate transport (reversible),s_0794 + s_1399  -> s_0796 + s_1400 ,YKL217W,0,Inf,0,,
r_1256_REV,S-adenosyl-L-methionine transport (reversible),s_1419  -> s_1416 ,YNL003C,0,Inf,0,,14609944
r_1258_REV,sodium proton antiporter (reversible),s_0794 + s_1438  -> s_0796 + s_1437 ,YDR456W or YLR138W,0,Inf,0,,
r_1260_REV,spermidine transport (reversible),s_0796 + s_1439  -> s_0794 + s_1440 ,YBR132C or YHL016C or YKR039W or YLL028W or YOR273C or YPL274W,0,Inf,0,,17218313; 9920864
r_1261_REV,spermidine transport (reversible),s_0794 + s_1441  -> s_0802 + s_1439 ,YLL028W or YOR273C,0,Inf,0,,11171066
r_1262_REV,spermine transport (reversible),s_0796 + s_1442  -> s_0794 + s_1443 ,YGR138C or YLL028W or YOR273C or YPR156C,0,Inf,0,,9920864
r_1263_REV,spermine transport (reversible),s_0794 + s_1444  -> s_0802 + s_1442 ,YGR138C or YLL028W or YOR273C or YPR156C,0,Inf,0,,11171066
r_1268_REV,taurine transport (reversible),s_1472  -> s_1471 ,,0,Inf,0,,8293962
r_1273_REV,urea transport (reversible),2 s_0794 + s_1552  -> 2 s_0796 + s_1553 ,YHL016C,0,Inf,0,,
r_1277_REV,water diffusion (reversible),s_0803  -> s_0805 ,YLL052C or YPR192W,0,Inf,0,,9765289
r_1278_REV,zymosterol transport (reversible),s_1568  -> s_1571 ,YIL013C or YOR011W,0,Inf,0,,12077145
r_2079_REV,trehalose transporter (reversible),s_0796 + s_1521  -> s_0794 + s_1520 ,YGR289C,0,Inf,0,,10957961
r_1542_REV,(1->3)-beta-D-glucan exchange (reversible), -> s_0003 ,,0,0,0,,
r_1543_REV,(1->3)-beta-D-glucan transport (reversible),s_0002  -> s_0001 ,,0,Inf,0,,
r_1545_REV,(R)-carnitine exchange (reversible), -> s_0022 ,,0,0,0,,
r_1546_REV,(R)-lactate exchange (reversible), -> s_0026 ,,0,0,0,,
r_1547_REV,(R)-mevalonate exchange (reversible), -> s_0029 ,,0,0,0,,
r_1548_REV,(R)-pantothenate exchange (reversible), -> s_0032 ,,0,0,0,,
r_1549_REV,"(R,R)-2,3-butanediol exchange (reversible)", -> s_0036 ,,0,0,0,,
r_1550_REV,(S)-3-methyl-2-oxopentanoate exchange (reversible), -> s_0058 ,,0,0,0,,
r_1551_REV,(S)-lactate exchange (reversible), -> s_0064 ,,0,0,0,,
r_1552_REV,(S)-malate exchange (reversible), -> s_0067 ,,0,0,0,,
r_1553_REV,1-(sn-glycero-3-phospho)-1D-myo-inositol exchange (reversible), -> s_0080 ,,0,0,0,,
r_1554_REV,1-acylglycerophosphocholine exchange (reversible), -> s_0084 ,,0,0,0,,
r_1560_REV,"1D-myo-inositol 1,3,4,5,6-pentakisphosphate diffusion (reversible)",s_1157  -> s_1156 ,,0,Inf,0,,
r_1562_REV,1D-myo-inositol 1-phosphate transport (reversible),s_0126  -> s_0127 ,,0,Inf,0,,
r_1563_REV,2'-deoxyadenosine exchange (reversible), -> s_0133 ,,0,0,0,,
r_1564_REV,2'-deoxyguanosine exchange (reversible), -> s_0135 ,,0,0,0,,
r_1565_REV,2'-deoxyinosine exchange (reversible), -> s_0137 ,,0,0,0,,
r_1566_REV,2'-deoxyuridine exchange (reversible), -> s_0139 ,,0,0,0,,
r_1567_REV,2-dehydro-3-deoxy-D-arabino-heptonate7-phohsphate transport (reversible),s_0350  -> s_0349 ,,0,Inf,0,,
r_1568_REV,2-dehydropantoate transport (reversible),s_0150  -> s_0149 ,,0,Inf,0,,
r_1572_REV,2-isopropylmalate exchange (reversible), -> s_0163 ,,0,0,0,,
r_1573_REV,2-isopropylmalate transport (reversible),s_0163  -> s_0162 ,,0,Inf,0,,
r_1574_REV,2-isopropylmalate transport (reversible),s_0164  -> s_0162 ,YKL120W,0,Inf,0,,
r_1575_REV,2-methyl-1-butanol transport (reversible),s_0170  -> s_0169 ,,0,Inf,0,,
r_1576_REV,2-methyl-1-butanol transport (reversible),s_0171  -> s_0169 ,,0,Inf,0,,
r_1577_REV,2-methylbutanal exchange (reversible), -> s_0167 ,,0,0,0,,
r_1578_REV,2-methylbutanal transport (reversible),s_0167  -> s_0166 ,,0,Inf,0,,
r_1579_REV,2-methylbutanal transport (reversible),s_0168  -> s_0166 ,,0,Inf,0,,
r_1580_REV,2-methylbutanol exchange (reversible), -> s_0170 ,,0,0,0,,
r_1581_REV,2-methylbutyl acetate exchange (reversible), -> s_0173 ,,0,0,0,,
r_1582_REV,2-methylpropanal transport (reversible),s_0938  -> s_0937 ,,0,Inf,0,,
r_1583_REV,2-methylpropanal transport (reversible),s_0939  -> s_0937 ,,0,Inf,0,,
r_1585_REV,2-oxobutanoate transporter (reversible),s_0179  -> s_0178 ,,0,Inf,0,,
r_1586_REV,2-oxoglutarate exchange (reversible), -> s_0181 ,,0,0,0,,
r_1587_REV,2-oxoglutarate transport (reversible),s_0183  -> s_0180 ,,0,Inf,0,,
r_1588_REV,2-oxoglutarate transport (reversible),s_0180  -> s_0181 ,,0,Inf,0,,
r_1589_REV,2-phenylethanol exchange (reversible), -> s_0186 ,,0,0,0,,
r_1590_REV,2-phenylethanol transport (reversible),s_0185  -> s_0186 ,,0,Inf,0,,
r_1591_REV,2-phenylethanol transport (reversible),s_0185  -> s_0187 ,,0,Inf,0,,
r_1595_REV,3-carboxy-4-methyl-2-oxopentanoate transport (reversible),s_0011  -> s_0010 ,,0,Inf,0,,
r_1596_REV,3-methyl-2-oxopentanoate transport (reversible),s_0060  -> s_0056 ,,0,Inf,0,,
r_1597_REV,3-methyl-oxopentanoate trasport (reversible),s_0056  -> s_0058 ,,0,Inf,0,,
r_1598_REV,3-methylbutanal exchange (reversible), -> s_0235 ,,0,0,0,,
r_1599_REV,3-methylbutanal transport (reversible),s_0235  -> s_0234 ,,0,Inf,0,,
r_1600_REV,3-methylbutanal transport (reversible),s_0236  -> s_0234 ,,0,Inf,0,,
r_1601_REV,3-octaprenyl-4-hydroxybenzoate transport (reversible),s_0216  -> s_0215 ,,0,Inf,0,,
r_1604_REV,4-aminobenzoate exchange (reversible), -> s_0272 ,,0,0,0,,
r_1605_REV,4-aminobenzoate transport (reversible),s_0272  -> s_0271 ,,0,Inf,0,,
r_1606_REV,4-aminobenzoate transport (reversible),s_0273  -> s_0271 ,,0,Inf,0,,
r_1607_REV,4-aminobutanal transport (reversible),s_0275  -> s_0274 ,,0,Inf,0,,
r_1608_REV,4-aminobutyrate transport (reversible),s_0738  -> s_0734 ,,0,Inf,0,,
r_1609_REV,4-hydroxy-2-oxoglutarate transport (reversible),s_0283  -> s_0282 ,,0,Inf,0,,
r_1610_REV,4-hydroxy-2-oxoglutarate transport (reversible),s_0284  -> s_0282 ,,0,Inf,0,,
r_1611_REV,4-hydroxybenzoate transport (reversible),s_0287  -> s_0286 ,,0,Inf,0,,
r_1621_REV,5-aminolevulinate exchange (reversible), -> s_0316 ,,0,0,0,,
r_1622_REV,5-aminolevulinate transport (reversible),s_0317  -> s_0315 ,,0,Inf,0,,
r_1625_REV,5-formyltetrahydrofolic acid exchange (reversible), -> s_0320 ,,0,0,0,,
r_1627_REV,"7,8-diaminononanoate exchange (reversible)", -> s_0342 ,,0,0,0,,
r_1628_REV,"7,8-diaminononanoate transport (reversible)",s_0341  -> s_0342 ,,0,Inf,0,,
r_1629_REV,8-amino-7-oxononanoate exchange (reversible), -> s_0354 ,,0,0,0,,
r_1630_REV,9H-xanthine exchange (reversible), -> s_0358 ,,0,0,0,,
r_1631_REV,acetaldehyde exchange (reversible), -> s_0360 ,,0,0,0,,
r_1632_REV,acetaldehyde transport (reversible),s_0359  -> s_0361 ,,0,Inf,0,,
r_1633_REV,acetaldehyde transport (reversible),s_0359  -> s_0360 ,,0,Inf,0,,
r_1634_REV,acetate exchange (reversible), -> s_0364 ,,0,0,0,,
r_1635_REV,acetate transport (reversible),s_0366  -> s_0362 ,,0,Inf,0,,
r_1637_REV,acetyl-CoA transport (reversible),s_0377  -> s_0373 ,,0,Inf,0,,
r_1639_REV,adenine exchange (reversible), -> s_0384 ,,0,0,0,,
r_1640_REV,adenine transport (reversible),s_0385  -> s_0383 ,,0,Inf,0,,
r_1641_REV,"adenosine 3',5'-bismonophosphate exchange (reversible)", -> s_0391 ,,0,0,0,,
r_1642_REV,"adenosine 3',5'-bisphosphate transport (reversible)",s_0392  -> s_0390 ,YPR011C,0,Inf,0,,
r_1643_REV,adenosine exchange (reversible), -> s_0387 ,,0,0,0,,
r_1644_REV,ADP transport (reversible),s_0398  -> s_0394 ,,0,Inf,0,,
r_1645_REV,ADP transport (reversible),s_0395  -> s_0394 ,,0,Inf,0,,
r_1647_REV,"AKG transporter, peroxisome (reversible)",s_0184  -> s_0180 ,,0,Inf,0,,
r_1648_REV,allantoate exchange (reversible), -> s_0406 ,,0,0,0,,
r_1649_REV,allantoin exchange (reversible), -> s_0408 ,,0,0,0,,
r_1650_REV,trehalose exchange (reversible), -> s_1521 ,,0,0,0,,
r_1651_REV,alpha-D-glucosamine 6-phosphate exchange (reversible), -> s_0413 ,,0,0,0,,
r_1652_REV,alpha-ketoglutarate/malate transporter (reversible),s_0066 + s_0181  -> s_0067 + s_0180 ,,0,Inf,0,,
r_1654_REV,ammonium exchange (reversible), -> s_0420 ,,0,Inf,0,,
r_1656_REV,AMP transport (reversible),s_0423  -> s_0425 ,,0,Inf,0,,
r_1659_REV,aspartate-glutamate transporter (reversible),s_0976 + s_0991  -> s_0973 + s_0995 ,,0,Inf,0,,
r_1660_REV,ATP diffusion (reversible),s_0438  -> s_0434 ,,0,Inf,0,,
r_1661_REV,ATP transport (reversible),s_0435  -> s_0434 ,,0,Inf,0,,
r_1664_REV,bicarbonate formation (reversible),s_0447 + s_0799  -> s_0460 + s_0807 ,,0,Inf,0,,
r_1665_REV,bicarbonate formation (reversible),s_0448 + s_0800  -> s_0461 + s_0808 ,,0,Inf,0,,
r_1668_REV,bicarbonate formation (reversible),s_0446 + s_0796  -> s_0458 + s_0805 ,,0,Inf,0,,
r_1669_REV,bicarbonate transport (reversible),s_0448  -> s_0445 ,,0,Inf,0,,
r_1671_REV,biotin exchange (reversible), -> s_0452 ,,0,0,0,,
r_1672_REV,carbon dioxide exchange (reversible), -> s_0458 ,,0,0,0,,
r_1675_REV,CDP transport (reversible),s_0468  -> s_0467 ,,0,Inf,0,,
r_1676_REV,ceramide transport (reversible),s_0475  -> s_0476 ,,0,Inf,0,,
r_1677_REV,ceramide transport (reversible),s_0481  -> s_0482 ,,0,Inf,0,,
r_1678_REV,ceramide transport (reversible),s_0499  -> s_0500 ,,0,Inf,0,,
r_1679_REV,ceramide transport (reversible),s_0478  -> s_0479 ,,0,Inf,0,,
r_1680_REV,ceramide transport (reversible),s_0484  -> s_0485 ,,0,Inf,0,,
r_1681_REV,ceramide transport (reversible),s_0502  -> s_0503 ,,0,Inf,0,,
r_1683_REV,choline exchange (reversible), -> s_0513 ,,0,0,0,,
r_1684_REV,choline transport (reversible),s_0512  -> s_0511 ,YGL077C or YOR161C,0,Inf,0,,
r_1686_REV,citrate transport (reversible),s_0522  -> s_0523 ,,0,Inf,0,,
r_1687_REV,citrate exchange (reversible), -> s_0523 ,,0,0,0,,
r_1688_REV,citrate/isocitrate antiport (reversible),s_0525 + s_0940  -> s_0522 + s_0942 ,,0,Inf,0,,
r_1689_REV,citrate/malate antiport (reversible),s_0069 + s_0522  -> s_0066 + s_0525 ,,0,Inf,0,,
r_1691_REV,CO2 transport (reversible),s_0457  -> s_0456 ,,0,Inf,0,,
r_1694_REV,CO2 transport (reversible),s_0456  -> s_0461 ,,0,Inf,0,,
r_1695_REV,CO2 transport (reversible),s_0462  -> s_0456 ,,0,Inf,0,,
r_1696_REV,CO2 transport (reversible),s_0460  -> s_0456 ,,0,Inf,0,,
r_1697_REV,CO2 transport (reversible),s_0458  -> s_0456 ,,0,Inf,0,,
r_1698_REV,coenzyme A transport (reversible),s_0530  -> s_0529 ,,0,Inf,0,,
r_1699_REV,coenzyme A transport (reversible),s_0533  -> s_0529 ,,0,Inf,0,,
r_1700_REV,coenzyme A transport (reversible),s_0529  -> s_0534 ,,0,Inf,0,,
r_1702_REV,cytidine exchange (reversible), -> s_0544 ,,0,0,0,,
r_1704_REV,cytidylate kinase (dCMP) (reversible),s_0394 + s_0587  -> s_0434 + s_0589 ,,0,Inf,0,,
r_1705_REV,cytosine exchange (reversible), -> s_0546 ,,0,0,0,,
